objet,acheteur_nom,titulaire_nom,montant_rationalise,montant_anomalie,dateNotification
FOURNITURE D’IMPLANTS D’ORTHOPÉDIE - ORTHOCAT - PROTHÈSE EPAULE,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,STRYKER FRANCE SA,141675.63,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 67: Prothèse Genou STRYKER ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,184320000.0,suspect,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés  - Lot 160: Substitut osseux STRYKER ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,576000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 132: Fixateur externe STRYKER ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,8400000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 128: Clou centro-médullaire STRYKER ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,192000000.0,suspect,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 122: Ostéosynthèse: Plaque et vis crânio maxillo-faciale STRYKER ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,51264000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 78: Prothèse Orteil/Cheville/Pied STRYKER ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,3456000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 92: Implant fixation ligamentaire STRYKER ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,38640000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 42: Prothèse Hanche STRYKER ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,67968000.0,suspect,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 17:  Prothèse Coude/Doigt/Poignet/Main STRYKER ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,17280000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 12: Prothèse Epaule STRYKER ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,33600000.0,,2024-12-06
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 161: Substitut osseux ZIMMER BIOMET ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,1747200.0,,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot72: Prothèse Genou ZIMMER BIOMET ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,167902104.0,suspect,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 129: Clou centro-médullaire ZIMMER BIOMET ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,51840000.0,,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 95: Implant fixation ligamentaire ZIMMER BIOMET ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,26400000.0,,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 47: Prothèse Hanche ZIMMER BIOMET ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,182426768.0,suspect,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 16: Prothèse Coude ZIMMER BIOMET ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,8464070.0,,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 14: Prothèse Epaule ZIMMER BIOMET ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,5828179.0,,2024-12-04
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 126: Clou centro-médullaire JOHNSON&JOHNSON ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,JOHNSON & JOHNSON MEDICAL SAS,125280000.0,suspect,2024-12-03
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 86: Implant fixation ligamentaire JOHNSON ET JOHNSON  ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,JOHNSON & JOHNSON MEDICAL SAS,74400000.0,suspect,2024-12-03
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés- Lot 101: Ostéosynthèse: Plaque et vis JOHNSON&JOHNSON ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,JOHNSON & JOHNSON MEDICAL SAS,199260000.0,suspect,2024-12-03
FOURNITURE D’IMPLANTS D’ORTHOPÉDIE - ORTHOCAT - IMPLANT FIXATION LIGAMENTAIRE,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,JOHNSON & JOHNSON MEDICAL SAS,416636.87,,2024-12-03
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 32:Prothèse Hanche JOHNSON &JOHNSON  ou équivalent ",RESEAU DES ACHETEURS HOSPITALIERS,JOHNSON & JOHNSON MEDICAL SAS,67392000.0,suspect,2024-12-03
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique, de greffons et substituts osseux et prêt des ancillaires associés - Lot 57:Prothèse Genou JOHNSON&JOHNSON ou équivalent",RESEAU DES ACHETEURS HOSPITALIERS,JOHNSON & JOHNSON MEDICAL SAS,88032000.0,suspect,2024-12-03
"FOURNITURE DE DISPOSITIFIS MEDICAUX STERILES -  RELANCE DES LOTS INFRUCTUEUX DES CONSULTATIONS : 22-MT -07, 22-MT-07R, 22-MT-08 - Electrophysiologie : cathéter d’exploration quadripolaire non orientable",GROUPE HOSPITALIER SAINTES-SAINT-JEAN-D'ANGELY,MEDTRONIC FRANCE,40040.0,,2024-11-27
"Fourniture de Dispositifs Médicaux Implantables: Orthopédie et Traumatologie lots 32,50,54,62,70",CENTRE HOSPITALIER VERDUN SAINT MIHIEL,JOHNSON & JOHNSON MEDICAL SAS,272984.0,,2024-11-26
"Fourniture de Dispositifs Médicaux Implantables: Orthopédie et Traumatologie lots 9,33,43,52,53,56,57,63,64,68,69,72,77,79",CENTRE HOSPITALIER VERDUN SAINT MIHIEL,STRYKER FRANCE SA,1266708.0,,2024-11-26
Fourniture de Dispositifs Médicaux Implantables: Orthopédie et Traumatologie lot 49,CENTRE HOSPITALIER VERDUN SAINT MIHIEL,ZIMMER BIOMET FRANCE,326000.0,,2024-11-26
FOURNITURE D’IMPLANTS D’ORTHOPÉDIE - ORTHOCAT - PROTHÈSE HANCHE,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,STRYKER FRANCE SA,867114.31,,2024-11-20
Prothèse de genou unicompartimentale,CENTRE HOSPITALIER DE VALENCIENNES,ZIMMER BIOMET FRANCE,67886.4,,2024-11-15
Fourniture de dispositifs médicaux prothétiques implantables  et stériles à usage unique - FDV21,CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,113350.0,,2024-11-15
Fourniture de dispositifs médicaux prothétiques implantables et stériles à usage unique - FDV09,CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),JOHNSON & JOHNSON MEDICAL SAS,264661.13,,2024-11-06
DM ORTHO.Lot 17:Prothèse Coude/Doigt/Poignet/Main STRYKER ou équivalent,RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,84807.0,,2024-11-01
DM ORTHO.Lot 42:Prothèse Hanche STRYKER ou équivalent,RESEAU DES ACHETEURS HOSPITALIERS,STRYKER FRANCE SA,103262.0,,2024-11-01
Lot 42 : CATHETER D’ANGIOPLASTIE PERIPHERIQUE POUR ARTERES RENALES - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),ABBOTT MEDICAL FRANCE SAS,5140.0,,2024-10-28
Lot 40 : CATHETER D’ANGIOPLASTIE PERIPHERIQUE 0.035 - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,40600.0,,2024-10-28
Lot 47 : CATHETER DE DILATATION VASCULAIRE PERIPHERIQUE AVEC ATHEROTOMES - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,600.0,,2024-10-28
Lot 29 : STENT VASCULAIRE PERIPHERIQUE COUVERT EN ACIER SUR BALLONNET - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),GETINGE FRANCE,67772.0,,2024-10-28
Lot 21 : STENT VASCULAIRE PERIPHERIQUE AUTOEXPANDABLE POUR STENOSE HYPERCALCIFIEE DE L’ARTERE POPLITEE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),ABBOTT MEDICAL FRANCE SAS,6161.0,,2024-10-28
Lot 72 : MICROCATHETER LARGE LUMIERE POUR EMBOLISATION VASCULAIRE PERIPHERIQUE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,7800.0,,2024-10-28
Lot 43 : CATHETER D’ANGIOPLASTIE PERIPHERIQUE A BALLONNET NON COMPLIANT - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,74490.0,,2024-10-28
Lot 45 : CATHETER D’ANGIOPLASTIE PERIPHERIQUE A LIBERATION DE PRINCIPE ACTIF POUR GUIDE DE DIAMETRE 0.018 - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,36375.0,,2024-10-28
Lot 71 : MICROCATHETER ARME PREFORME POUR EMBOLISATION VASCULAIRE PERIPHERIQUE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,23200.0,,2024-10-28
Lot 22 : STENT VASCULAIRE PERIPHERIQUE AUTOEXPANDABLE POUR STENOSE ILIAQUE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,246400.0,,2024-10-28
Lot 15 : STENT CAROTIDIEN AUTOEXPANDABLE - Groupement d’Achat de Produits de Santé Centre Alsace - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),ABBOTT MEDICAL FRANCE SAS,5294.0,,2024-10-28
Lot 20 : STENT VASCULAIRE PERIPHERIQUE AUTOEXPANDABLE POUR STENOSE INFRAPOPLITEE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BIOTRONIK FRANCE,4929.0,,2024-10-28
Lot 24 : STENT VASCULAIRE PERIPHERIQUE SUR BALLONNET POUR STENOSE RENALE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BIOTRONIK FRANCE,16500.0,,2024-10-28
Lot 50 : CATHETER GUIDE POUR ANGIOGRAPHIE PERIPHERIQUE COURBURE COBRA - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,2340.0,,2024-10-28
Lot 23 : STENT VASCULAIRE PERIPHERIQUE SUR BALLONNET POUR STENOSE ILIAQUE - GAPSCA - Fourniture de dispositifs médicaux de chirurgie vasculaire et endovasculaire périphérique et radiologie interventionnelle (2024/2027),CENTRE HOSPITALIER DE COLMAR (CENTRE HOSPITALIER LOUIS PASTEUR),BOSTON SCIENTIFIC,24300.0,,2024-10-28
RYT 24 - DEFIBRILLATEUR SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE (HOTEL DIEU SAINT JACQUES),BOSTON SCIENTIFIC,118458.0,,2024-10-18
RYT 24 - DEFIBRILLATEUR TRIPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE (HOTEL DIEU SAINT JACQUES),BOSTON SCIENTIFIC,2338875.0,,2024-10-18
RYT 24 - DEFIBRILLATEUR ENDOCAVITAIRE AVEC SONDE SOUS-CUTANEE,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE (HOTEL DIEU SAINT JACQUES),BOSTON SCIENTIFIC,2794293.0,,2024-10-18
FOURNITURE DE DISPOSITIFS MÉDICAUX STERILES ET/OU IMPLANTABLES DE LA SOCIETE MEDTRONIC,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANCY,MEDTRONIC FRANCE,900000.0,,2024-10-09
Fourniture de dispositifs médicaux prothétiques implantables  et stériles à usage unique - FDV02-bis,CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),ABBOTT MEDICAL FRANCE SAS,84199.36,,2024-10-08
RYT24 - Défibrillateur double chambre,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),MEDTRONIC FRANCE,71400.0,,2024-10-01
RYT24 - Défibrillateur triple chambre,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),MEDTRONIC FRANCE,140250.0,,2024-10-01
RYT24 - Défibrillateur simple chambre,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),MEDTRONIC FRANCE,40920.0,,2024-10-01
RYT24 - Défibrillateur triple chambre,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),BIOTRONIK FRANCE,44550.0,,2024-10-01
RYT24 - Holter ECG implantable,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),ABBOTT MEDICAL FRANCE SAS,43479.55,,2024-10-01
RYT24 - Holter ECG implantable,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX (HOPITAUX DE PELLEGRIN & TONDU),MEDTRONIC FRANCE,88090.7,,2024-10-01
XCARD - ENDOPROTHESE CORONAIRE COUVERTE,CENTRE HOSPITALIER DE VALENCIENNES,BIOTRONIK FRANCE,127962.0,,2024-09-09
FOURNITURE DE DMSUU - CATHETER ELECTROPORATION  AVEC MISE A DISPOSITION DE LA CONSOLE FARAPULSE - FARA23,CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),BOSTON SCIENTIFIC,3900000.0,,2024-09-02
2024-0479 FOURNITURE DE DEFIBRILLATEUR CARDIAQUE EXTRAVASCULAIRE AURORA SIMPLE CHAMBRE EV ICD MRI SURESCAN - MNAUR (2024-2025),CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,642000.0,,2024-08-28
FOURNITURE DISPOSITIFS MEDICAUX ET/OU IMPLANTABLES DE LA SOCIETE ABBOTT,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANCY,ABBOTT MEDICAL FRANCE SAS,10000.0,,2024-08-28
FOURNITURE DE DISPOSITIFS MEDICAUX IMPLANTABLES DE CARDIOLOGIE INTERVENTIONNELLE / LOT 2 SYSTEME DE FERMETURETRANSCUTANE DE L’APPENDICE AURICULAIRE GAUCHE,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,104680.0,,2024-08-16
FOURNITURE DE DISPOSITIFS MEDICAUX IMPLANTABLES DE CARDIOLOGIE INTERVENTIONNELLE / LOT 3 SYSTEME DE REMPLACEMENT DE LA VALVE MITRALE PAR VOIE TRANSCATHETER,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ABBOTT MEDICAL FRANCE SAS,560000.0,,2024-08-16
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique et prêt des ancillaires associés  - Lot 25: Ostéosynthèse : Fracture péri prothétique",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,72000000.0,suspect,2024-08-02
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique et prêt des ancillaires associés  - Lot 12: Fixation ligamentaire : Disjonction acromio-claviculaire (ligament-agrafe-vis)",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,1160000.0,,2024-08-02
"Fourniture d’implants d’orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique et prêt des ancillaires associés  - Lot 9 : Genou : Prothèse Totale Genou à plateau fixe et rotatoire",RESEAU DES ACHETEURS HOSPITALIERS,ZIMMER BIOMET FRANCE,672000000.0,suspect,2024-08-02
